BioSample.ID	ImmPort Study ID	PubMed	Study Title	PI	Experiment ID	Cohort	Repository Accession	Type	Subtype	Biosample Name	Biosample Description	Species	Strain	Evading_growth_suppressors	Evading_immune_destruction	Genome_instability	Replicative_immortality	Reprogramming_energy_metabolism	Resisting_cell_death	Sustained_angiogenesis	Sustaining_proliferative_signaling	Tissue_invasion_and_metastasis	Tumor-promoting_inflammation
SRR3162495	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060413	Spleen	HSPC-like-3 of ckit+ splenocytes	Cell94-C11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	760	580	281	458	805	726	725	617	770	852
SRR3162496	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060414	Spleen	Neutrophil Precursor of ckit+ splenocytes	Cell95-G11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	640	540	-15	410	954	496	521	501	716	633
SRR3162497	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060415	Spleen	HSPC-like-4 of ckit+ splenocytes	Cell96-A12 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	767	589	482	606	747	702	717	706	772	827
SRR3924317	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236364	Lung	Lymph Node metastasis	CC0133LN	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	714	655	788	419	671	604	905	692	652	680
SRR3924318	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Pleural-met	GSM2236365	Lung	Pleural metastasis	CC0133PL	barcoded cells from Pleural metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	701	654	790	426	687	576	892	684	635	686
SRR3924319	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236366	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0299T5	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	665	420	606	374	624	549	872	628	645	644
SRR3924320	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236367	Lung	Metastatic primary tumor,TMet/Lung	CC0299T1	barcoded cells from Metastatic primary tumor,TMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	633	385	618	379	648	538	856	617	633	641
SRR3924321	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236368	Lung	Lymph Node metastasis	CC0299LN	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	723	668	804	444	695	619	899	715	664	682
SRR3924322	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Pleural-met	GSM2236369	Lung	Pleural metastasis	CC0299PL	barcoded cells from Pleural metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	704	671	773	422	703	583	886	696	650	679
SRR3924323	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236370	Lung	Distant metastasis,Soft Tissue/Back	CC0299ST	barcoded cells from Distant metastasis,Soft Tissue/Back	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	714	678	775	413	703	623	886	699	670	694
SRR3924324	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236371	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0302T4	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	660	380	615	347	608	566	885	620	640	647
SRR3924325	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236372	Lung	Metastatic primary tumor,TMet/Lung	CC0302T2	barcoded cells from Metastatic primary tumor,TMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	658	399	652	359	657	570	872	629	644	656
SRR3924326	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236373	Lung	Distant metastasis,Liver	CC0302LIVER	barcoded cells from Distant metastasis,Liver	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	729	669	772	408	691	598	928	700	671	688
SRR3924327	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236374	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0349T5	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	665	374	603	343	610	560	874	627	637	650
SRR3924328	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236375	Lung	Metastatic primary tumor,TMet/Lung	CC0349T4	barcoded cells from Metastatic primary tumor,TMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	648	415	613	363	598	567	861	613	627	639
SRR3924329	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236376	Lung	Lymph Node metastasis	CC0349LN	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	682	548	691	412	672	613	913	666	631	670
SRR3924330	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Pleural-met	GSM2236377	Lung	Pleural metastasis	CC0349PL	barcoded cells from Pleural metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	673	549	684	407	667	604	890	652	623	671
SRR3924331	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236378	Lung	Metastatic primary tumor,TMet/Lung	CC0355T4	barcoded cells from Metastatic primary tumor,TMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	689	596	746	430	664	609	893	679	663	667
SRR3924332	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236379	Lung	Lymph Node metastasis	CC0355LN	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	699	564	734	425	669	612	906	682	669	664
SRR3924333	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-DTC	GSM2236380	Lung	Pleural Cavity Disseminating tumor cells	CC0355DTC	barcoded cells from Pleural Cavity Disseminating tumor cells	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	713	592	734	433	698	640	939	717	684	677
SRR3924334	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236381	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0374T5	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	651	445	623	389	649	573	873	624	641	656
SRR3924335	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236382	Lung	Metastatic primary tumor,TMet/Lung	CC0374T7	barcoded cells from Metastatic primary tumor,TMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	684	494	639	391	635	587	891	633	643	656
SRR3924336	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236383	Lung	Lymph Node metastasis	CC0374LN	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	702	679	753	397	675	608	913	691	672	688
SRR3924337	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-DTC	GSM2236384	Lung	Pleural Cavity Disseminating tumor cells	CC0374DTC	barcoded cells from Pleural Cavity Disseminating tumor cells	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	731	700	754	411	689	653	966	733	717	699
SRR3924338	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236385	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0543T6	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	675	433	661	361	635	577	883	635	627	661
SRR3924339	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236386	Lung	Metastatic primary tumor,TMet/Lung	CC0543T4	barcoded cells from Metastatic primary tumor,TMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	667	449	695	384	660	576	877	639	633	658
SRR3924340	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236387	Lung	Distant metastasis,Liver	CC0543LIVER	barcoded cells from Distant metastasis,Liver	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	712	660	844	431	686	571	899	684	626	691
SRR3924341	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236388	Lung	Distant metastasis,Soft Tissue/peritoneum	CC0543ST	barcoded cells from Distant metastasis,Soft Tissue/peritoneum	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	704	651	836	426	684	554	897	671	629	687
SRR3924342	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236389	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0545T5	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	643	422	654	363	678	572	900	633	648	653
SRR3924343	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236390	Lung	Metastatic primary tumor,TMet/Lung	CC0545T4	barcoded cells from Metastatic primary tumor,TMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	654	404	687	368	655	569	877	633	637	660
SRR3924344	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236391	Lung	Lymph Node metastasis	CC0545LN	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	708	639	776	393	698	609	915	693	649	701
SRR3924345	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Pleural-met	GSM2236392	Lung	Pleural metastasis	CC0545PL	barcoded cells from Pleural metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	701	652	783	401	705	612	911	685	648	684
SRR3924346	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236393	Lung	Distant metastasis,Soft Tissue/Chin	CC0545ST	barcoded cells from Distant metastasis,Soft Tissue/Chin	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	720	647	772	384	690	619	921	696	635	693
SRR3924347	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236394	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0560T6	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	647	374	621	354	633	573	850	610	625	627
SRR3924348	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236395	Lung	Distant metastasis,Soft Tissue/peritoneum	CC0560ST	barcoded cells from Distant metastasis,Soft Tissue/peritoneum	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	724	653	789	428	681	564	932	701	662	701
SRR3924349	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236396	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0772T6	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	632	367	647	358	620	565	834	601	618	629
SRR3924350	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236397	Lung	Lymph Node metastasis	CC0772LN	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	713	655	833	454	677	581	899	663	627	692
SRR3924351	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-DTC	GSM2236398	Lung	Pleural Cavity Disseminating tumor cells	CC0772DTC	barcoded cells from Pleural Cavity Disseminating tumor cells	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	708	660	835	441	674	573	914	675	634	678
SRR3924352	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236399	Lung	Distant metastasis,Liver	CC0772LIVER	barcoded cells from Distant metastasis,Liver	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	710	667	833	444	680	588	898	675	637	703
SRR3924353	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236400	Lung	Non-metastatic primary tumor,TnonMet/Lung	CC0802T8	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	649	424	610	383	687	560	867	636	634	662
SRR3924354	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236401	Lung	Metastatic primary tumor,TMet/Lung	CC0802T1	barcoded cells from Metastatic primary tumor,TMet/Lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	657	486	688	404	664	568	874	632	646	661
SRR3924355	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236402	Lung	Lymph Node metastasis	CC0802LN1	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	700	642	797	442	678	551	907	671	636	652
SRR3924356	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236403	Lung	Distant metastasis,Soft Tissue/Back	CC0802ST1	barcoded cells from Distant metastasis,Soft Tissue/Back	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	704	638	795	451	690	618	909	690	665	686
SRR3924357	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236404	Lung	Distant metastasis,Soft Tissue/Near Spine	CC0802ST2	barcoded cells from Distant metastasis,Soft Tissue/Near Spine	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	705	648	772	446	680	518	910	671	621	687
SRR3924358	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-TnonMet	GSM2236405	Lung	Non-metastatic primary tumor	CC1032T4	barcoded cells from Non-metastatic primary tumor	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	668	392	630	341	651	559	884	631	645	651
SRR3924359	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Tmet	GSM2236406	Lung	Metastatic primary tumor	CC1032T1	barcoded cells from Metastatic primary tumor	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	677	510	723	379	687	571	879	645	642	665
SRR3924360	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2Lymph Node	GSM2236407	Lung	Lymph Node metastasis	CC1032LN	barcoded cells from Lymph Node metastasis	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	695	596	757	382	670	541	885	666	643	670
SRR3924361	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236408	Lung	Distant metastasis,Soft Tissue/Bladder	CC1032ST1	barcoded cells from Distant metastasis,Soft Tissue/Bladder	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	666	592	734	366	688	489	860	635	628	657
SRR3924362	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Met2distant	GSM2236409	Lung	Distant metastasis,Soft Tissue/Back	CC1032ST2	barcoded cells from Distant metastasis,Soft Tissue/Back	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	700	558	712	355	673	501	884	649	633	670
SRR3924363	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Early	GSM2236410	Lung	p53 deficient hyperplasia	CC1324KPT-E	barcoded cells from p53 deficient hyperplasia	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	629	427	642	393	655	531	829	604	609	621
SRR3924364	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Early	GSM2236411	Lung	p53 deficient hyperplasia	CC1331KPT-E	barcoded cells from p53 deficient hyperplasia	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	639	412	620	363	666	570	879	619	643	650
SRR3924365	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Early	GSM2236412	Lung	p53 deficient hyperplasia	CC1334KPT-E	barcoded cells from p53 deficient hyperplasia	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	651	421	602	374	684	568	880	630	658	664
SRR3924366	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KT- Hyperplasia	GSM2236413	Lung	Hyperplasia	DC0179KT	barcoded cells from Hyperplasia	Mus musculus	 KT mice: Kras LSL-G12D/+ ;Rosa26 LSL-Tomato	630	382	591	341	674	553	868	621	628	655
SRR3924367	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KT- Hyperplasia	GSM2236414	Lung	Hyperplasia	DC0182KT	barcoded cells from Hyperplasia	Mus musculus	 KT mice: Kras LSL-G12D/+ ;Rosa26 LSL-Tomato	646	404	624	375	677	557	872	625	642	652
SRR3924368	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KT- Hyperplasia	GSM2236415	Lung	Hyperplasia	DC0185KT	barcoded cells from Hyperplasia	Mus musculus	 KT mice: Kras LSL-G12D/+ ;Rosa26 LSL-Tomato	618	369	612	345	655	520	831	601	613	621
SRR3924369	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Normal lung	GSM2236416	Lung	Normal lung	normallung1	barcoded cells from Normal lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	493	519	636	343	659	352	609	457	416	336
SRR3924370	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84447	KPT-Normal lung	GSM2236417	Lung	Normal lung	normallung2	barcoded cells from Normal lung	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	474	514	602	299	658	356	605	460	431	330
SRR3924371	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84448	KPT-DTC_shControl	GSM2236418	pleural fluid 	mus pleural fluid dissem. tumor cell line	889PF shGFP rep1	889PF shControl1 from mouse pleural fluid disseminating tumour cell-derived cell line	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	769	682	817	435	709	601	979	710	666	681
SRR3924372	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84448	KPT-DTC_shControl	GSM2236419	pleural fluid 	mus pleural fluid dissem. tumor cell line	889PF shGFP rep2	889PF shControl2 from mouse pleural fluid disseminating tumour cell-derived cell line	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	736	661	805	404	704	575	962	682	657	678
SRR3924373	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84448	KPT-DTC_shCd109	GSM2236420	pleural fluid 	mus pleural fluid dissem. tumor cell line	889PF shCd109 #1 rep1	889PF shCd109 knockdown #1 rep1 from mouse pleural fluid disseminating tumour cell-derived cell line	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	758	681	820	434	700	597	976	704	649	666
SRR3924374	SDY1079	28191885	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	GSE84448	KPT-DTC_shCd109	GSM2236421	pleural fluid 	mus pleural fluid dissem. tumor cell line	889PF shCd109 #1 rep2	889PF shCd109 knockdown #1 rep2 from mouse pleural fluid disseminating tumour cell-derived cell line	Mus musculus	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	755	671	817	421	698	574	965	689	650	675
